id,value
id_176,20.907616689636992
id_177,38.10052264793502
id_178,11.967466092310936
id_179,30.75773714972717
id_180,17.180068866770686
id_181,11.534064294490987
id_182,55.4518495658996
id_183,46.435176426652106
id_184,15.82392755904433
id_185,34.99982614866775
id_186,26.51261912532352
id_187,70.16345060094864
id_188,10.168538937317463
id_189,57.981374445866415
id_190,38.34351408940673
id_191,15.287092510428286
id_192,28.660441623026323
id_193,0.2860472512439671
id_194,18.58656670552945
id_195,0.9913894825368932
id_196,33.67894224117317
id_197,10.89831995555741
id_198,18.87978666986256
id_199,60.70125905023144
id_200,24.7375817604396
id_201,25.323678604422785
id_202,64.75835434234654
id_203,11.221268935326943
id_204,9.302468027515474
id_205,11.562913759576704
id_206,7.471250447309201
id_207,1.7520147276940383
id_208,124.21779532378795
id_209,20.511081713071952
id_210,15.970923834333712
id_211,14.008754234266924
id_212,36.562620220183554
id_213,35.9895606631973
id_214,18.888341717811464
id_215,34.61458671150687
id_216,78.43600952266519
id_217,0.5161024850818698
id_218,12.665647118344507
id_219,32.32187508521876
id_220,15.087198976018282
id_221,12.588358442489392
id_222,113.52759861500518
id_223,12.39886309431717
id_224,16.589169170184512
id_225,64.02553754703793
id_226,16.2510015790872
id_227,19.068746534318986
id_228,10.26383845949231
id_229,8.560653134421742
id_230,45.9836690197061
id_231,13.086169035586463
id_232,54.01033330861888
id_233,42.4292895152152
id_234,25.33121032191175
id_235,41.35063448502015
id_236,68.73970007765588
id_237,42.94608498792422
id_238,11.309977723038566
id_239,17.788669305695763
